Material,Color,Opacity,A=410nm,B=435nm,C=460nm,D=485nm,E=510nm,F=535nm,G=560nm,H=585nm,I=645nm,J=705nm,K=900nm,L=940nm,R=610nm,S=680nm,T=730nm,U=760nm,V=810nm,W860nm
Cot,Org,,3014.28,1560.66,2757.07,1742.23,1403.39,1117.46,643.24,1564.2,1187.07,1522.4,2788.33,3522.35,2227.87,2943.1,4248.25,4304.02,4951.4,4799.07
Cot,Org,,2995.74,1551.39,2713.44,1730.7,1381.2,1113.98,640.34,1554.11,1177.65,1516.77,2745.48,3490.64,2241.61,2910.91,4242.24,4291.4,4860.16,4782.69
Cot,Org,,2995.74,1552.32,2726.16,1728.92,1388.6,1113.98,641.58,1557.99,1175.7,1515.11,2759.41,3499.82,2230.16,2914.81,4224.22,4284.67,4890.86,4781.52
Cot,Org,,3021.1,1564.36,2737.07,1745.78,1393.77,1121.63,644.89,1566.53,1182.53,1524.06,2773.87,3522.35,2241.61,2921.64,4268.84,4322.52,4904.9,4813.11
Cot,Org,,3012.32,1559.73,2735.25,1738.68,1393.77,1119.54,645.72,1568.08,1184.47,1525.05,2763.16,3512.34,2250.78,2933.35,4256.83,4310.75,4899.64,4789.71
Cot,Org,,3000.62,1553.24,2731.62,1733.36,1390.82,1113.98,641.17,1556.05,1175.38,1513.12,2755.66,3493.14,2220.99,2907.01,4227.65,4280.46,4882.97,4766.31
Cot,Org,,2943.06,1521.73,2687.08,1692.55,1367.16,1094.53,632.06,1534.32,1159.46,1496.88,2690.85,3416.35,2227.87,2897.25,4165.87,4210.63,4789.98,4637.62
Cot,Org,,2980.13,1542.12,2703.44,1720.05,1376.03,1108.42,637.85,1547.13,1170.83,1504.17,2730.49,3462.26,2226.72,2902.13,4200.2,4257.75,4826.82,4734.72
Cot,Org,,3031.83,1569,2747.98,1752.87,1398.95,1124.41,645.31,1566.53,1181.23,1529.03,2773.87,3536.54,2231.3,2892.37,4277.42,4341.03,4917.18,4818.96
Cot,Org,,3007.45,1556.95,2738.89,1737.79,1394.51,1116.07,641.58,1558.77,1188.7,1518.43,2774.94,3506.5,2234.74,2893.35,4242.24,4293.92,4903.15,4782.69
Cot,Org,,2983.06,1543.97,2736.16,1724.49,1392.29,1109.12,638.27,1549.46,1179.28,1509.48,2758.34,3473.11,2219.85,2918.71,4208.78,4255.22,4890.86,4742.91
Cot,Org,,3000.62,1552.32,2717.98,1735.13,1383.42,1115.37,641.17,1556.44,1174.08,1518.09,2741.74,3490.64,2233.59,2874.82,4245.67,4290.56,4863.67,4776.84
Cot,Gry,,3528.36,1925.8,3318.85,2102.38,1782.7,1496.89,897.38,1738.43,899.89,1321.87,2778.16,3488.13,1776.57,2187.08,3584.97,4076.03,4861.91,4934.78
Cot,Gry,,3569.33,1968.43,3385.21,2147.62,1830.76,1542.76,930.91,1786.55,951.87,1364.96,2793.15,3494.81,1908.29,2303.17,3664.77,4105.47,4891.74,4957.01
Cot,Gry,,3582.99,1952.67,3337.94,2144.08,1804.14,1517.05,913.94,1770.25,948.29,1323.86,2751.38,3468.93,1891.11,2240.74,3645.03,4049.95,4799.63,4813.11
Cot,Gry,,3568.36,1930.43,3315.21,2121.01,1786.4,1490.64,896.14,1751.63,929.78,1312.59,2765.3,3489.8,1813.22,2191.96,3625.3,4045.74,4839.1,4810.77
Cot,Gry,,3580.06,1978.62,3383.39,2152.06,1831.5,1542.76,932.98,1786.16,964.54,1349.71,2754.59,3458.08,1944.95,2323.65,3658.76,4058.36,4823.31,4854.05
Cot,Gry,,3526.41,1913.75,3313.39,2089.96,1783.44,1484.39,891.59,1730.28,914.51,1306.95,2776.55,3448.9,1784.58,2151.97,3566.95,4017.98,4836.47,4827.14
Cot,Gry,,3399.6,1857.22,3211.58,2062.46,1773.09,1510.1,918.91,1775.68,1027.24,1497.21,2713.35,3408.84,2040.02,2714.83,4100.66,4223.25,4820.68,4781.52
Cot,Gry,,3407.4,1856.29,3205.22,2063.35,1767.91,1505.23,915.18,1777.62,1020.42,1498.21,2722.45,3431.37,2021.69,2719.71,4121.25,4257.75,4826.82,4792.05
Cot,Gry,,3433.74,1870.19,3225.22,2079.32,1779,1514.96,919.74,1788.1,1028.86,1507.16,2740.13,3450.57,2035.43,2738.24,4147,4284.67,4850.51,4818.96
Cot,Gry,,3424.96,1860,3212.49,2065.13,1770.87,1510.1,916.42,1774.52,1025.29,1495.89,2707.99,3407.17,2038.87,2744.1,4110.1,4229.98,4805.77,4778.01
Cot,Gry,,3404.47,1855.36,3202.49,2061.58,1764.21,1504.54,912.7,1770.64,1019.77,1490.58,2708.53,3407.17,2020.54,2681.67,4094.65,4224.09,4789.98,4766.31
Cot,Gry,,3402.52,1852.58,3210.67,2058.92,1770.87,1502.45,913.53,1773.74,1024.96,1495.55,2725.67,3419.69,2019.4,2704.1,4103.24,4233.35,4825.95,4770.99
Cot,Gry,,3424.96,1868.34,3226.13,2076.66,1779,1513.57,919.32,1786.94,1031.14,1501.85,2733.7,3439.72,2042.31,2738.24,4130.69,4265.32,4839.1,4802.58
Cot,Gry,,3415.2,1866.49,3221.58,2068.67,1776.04,1516.35,919.74,1781.12,1017.82,1508.48,2723.53,3426.37,2023.98,2738.24,4106.67,4256.9,4819.8,4822.47
Cot,Gry,,1717.84,883.2,1603.52,942.97,869.54,819.33,489.26,853.69,504.2,718.61,1162.79,1372.22,1159.18,1323.76,1667.21,1748.19,1993.19,2088.33
Cot,Gry,,1712.97,879.49,1596.25,937.65,864.36,815.16,487.19,849.43,501.6,713.97,1156.9,1363.03,1153.45,1314.98,1653.48,1732.21,1979.16,2073.12
Cot,Gry,,1721.75,883.2,1602.61,945.63,868.8,822.11,492.15,858.74,505.5,723.58,1164.93,1379.73,1164.91,1332.54,1674.93,1754.08,2003.72,2095.35
Cot,Gry,,1717.84,882.27,1605.34,943.85,870.28,819.33,490.08,855.25,504.52,720.27,1163.32,1373.05,1160.32,1343.27,1669.78,1746.51,1998.46,2088.33
Cot,Gry,,1728.57,889.69,1607.15,950.06,871.02,824.89,493.4,861.84,505.17,724.24,1164.93,1384.74,1169.49,1326.69,1683.51,1763.33,1998.46,2104.71
Cot,Gry,,1710.04,877.64,1593.52,936.76,862.88,813.77,486.36,848.65,500.3,712.97,1153.68,1363.03,1154.6,1310.1,1655.19,1732.21,1977.4,2067.27
Cot,Gry,,1721.75,882.27,1609.88,943.85,873.23,819.33,490.91,856.8,506.8,718.61,1165.47,1374.72,1162.61,1349.12,1665.49,1743.14,2003.72,2080.14
Cot,Gry,,3010.37,1529.15,2736.16,1723.6,1418.91,1176.53,672.62,1396.95,620.83,1192.6,2490,3185.98,1034.33,1792,3227.16,3465.25,4044.28,4221.12
Cot,Gry,,2997.69,1524.51,2733.44,1718.28,1414.48,1168.88,667.66,1393.07,619.2,1185.64,2499.64,3190.15,1018.29,1778.35,3200.56,3440.02,4039.02,4194.21
Cot,Gry,,3028.91,1540.27,2757.98,1736.91,1430.74,1184.17,678.42,1413.25,630.57,1209.5,2520,3223.54,1046.93,1825.17,3270.06,3504.8,4097.8,4259.73
Cot,Gry,,2886.49,1465.2,2625.26,1650.86,1361.24,1136.22,649.86,1337.97,601.98,1162.1,2380.21,3028.22,1018.29,1765.67,3153.36,3359.25,3905.67,4063.18
Cot,Gry,,2898.19,1470.76,2627.08,1651.75,1356.8,1132.75,644.89,1334.87,586.06,1132.6,2371.64,3040.74,983.93,1661.29,3049.54,3289.43,3828.47,4022.23
Cot,Gry,,3020.13,1534.71,2741.62,1730.7,1421.13,1181.39,676.35,1403.16,623.75,1197.24,2489.47,3195.16,1042.34,1797.86,3238.31,3474.51,4045.16,4226.97
Cot,Gry,,3025.98,1535.63,2753.43,1732.47,1427.79,1180.7,676.35,1405.49,624.72,1197.24,2498.04,3198.5,1038.91,1799.81,3227.16,3466.94,4055.69,4217.61
Cot,Gry,,2915.75,1481.88,2643.44,1671.26,1369.37,1145.95,654,1348.45,602.63,1163.76,2395.74,3066.62,1016,1734.45,3161.09,3371.87,3916.2,4106.47
Cot,Gry,,2881.61,1464.27,2588.9,1659.73,1340.54,1134.83,646.96,1334.87,596.79,1156.14,2344.32,3029.06,1013.71,1739.33,3134.49,3321.39,3815.31,4058.5
Cot,Gry,,2671.88,1352.14,2433.46,1516.02,1263.64,1066.73,610.54,1230.87,569.17,1101.12,2170.79,2730.24,994.24,1714.94,2982.61,3162.39,3649.51,3749.64
Cot,Gry,,3032.81,1539.34,2746.16,1736.91,1426.31,1186.95,680.49,1413.64,631.22,1205.86,2506.07,3209.35,1057.23,1815.42,3266.63,3508.16,4064.46,4242.18
Cot,Gry,,3174.26,1659.82,2910.7,1841.58,1522.43,1265.48,733.88,1494.74,680.28,1117.69,2617.48,3320.36,1203.85,1602.76,3032.38,3577.99,4433.8,4544.02
Cot,Gry,,3197.67,1665.38,2920.69,1857.55,1528.34,1268.95,736.78,1505.61,686.12,1127.96,2641.04,3349.58,1202.7,1616.41,3082.15,3618.37,4468.89,4561.57
Cot,Gry,,3197.67,1653.33,2922.51,1841.58,1520.95,1252.28,727.26,1495.91,662.41,1103.77,2661.4,3379.62,1139.71,1534.47,3000.63,3579.67,4493.45,4568.59
Cot,Gry,,3215.23,1683.91,2969.78,1874.4,1554.96,1280.77,745.06,1519.58,701.39,1135.26,2688.71,3382.96,1225.61,1648.6,3116.47,3661.27,4575.92,4617.73
Cot,Gry,,3235.71,1683.91,2909.79,1877.95,1520.21,1280.07,743.4,1524.62,682.23,1138.57,2639.97,3414.68,1211.87,1579.34,3117.33,3664.64,4469.77,4629.43
Cot,Gry,,3135.24,1638.5,2857.97,1812.31,1498.03,1252.97,730.16,1478.83,685.15,1119.68,2583.2,3285.31,1219.89,1621.29,3066.7,3588.08,4418.89,4483.18
Cot,Gry,,3208.4,1670.01,2939.78,1864.65,1535,1265.48,733.06,1507.55,687.42,1123.65,2691.39,3397.15,1178.65,1584.22,3065.84,3626.78,4537.32,4594.33
Cot,Gry,,3203.52,1671.87,2928.88,1867.31,1535.74,1273.12,739.68,1514.92,698.79,1132.27,2651.75,3362.1,1225.61,1643.73,3095.87,3634.35,4491.7,4551.04
Cot,Blk,,2805.52,1433.69,2583.45,1610.05,1289.52,1039.63,570.8,1252.99,450.59,949.64,2532.85,3204.34,600.21,1055.5,2633.38,3254.09,4153.07,4297.16
Cot,Blk,,2856.25,1462.42,2619.81,1643.76,1308.74,1063.25,584.04,1281.71,459.69,982.12,2589.09,3286.14,617.39,1108.17,2732.06,3372.71,4265.36,4431.71
Cot,Blk,,2860.15,1463.35,2617.99,1644.65,1308,1060.47,582.8,1281.71,459.69,976.49,2586.41,3286.97,615.1,1099.4,2727.77,3369.35,4263.61,4421.18
Cot,Blk,,2853.32,1458.71,2623.44,1639.33,1310.22,1057.69,581.56,1278.99,458.07,972.51,2582.66,3279.46,610.52,1093.54,2708.03,3351.68,4267.11,4391.93
Cot,Blk,,2868.93,1467.05,2625.26,1648.2,1311.7,1063.25,585.29,1285.97,461.31,978.81,2594.45,3296.99,616.24,1102.32,2728.63,3371.87,4274.13,4421.18
Cot,Blk,,2853.32,1465.2,2621.63,1644.65,1308.74,1063.25,583.63,1282.48,458.07,979.14,2603.55,3294.49,612.81,1095.49,2720.9,3378.6,4283.78,4473.83
Cot,Blk,,2840.64,1453.15,2608.9,1633.12,1302.09,1053.52,579.08,1275.11,454.49,960.58,2569.81,3265.27,607.08,1073.06,2659.98,3318.87,4224.13,4376.72
Cot,Blk,,976.47,466.16,945.39,471.04,460.65,473.95,259.12,386.49,198.82,382.18,562.38,588.45,489.1,622.37,651.27,736.97,852.72,993.27
Cot,Blk,,1013.54,485.62,977.2,493.22,478.39,487.85,267.81,404.34,207.59,394.77,585.95,621,503.99,629.2,677.87,763.89,886.06,1029.54
Cot,Blk,,1004.76,480.99,966.29,487.89,471.74,484.37,265.32,399.68,204.99,391.12,578.98,612.66,500.55,628.23,672.72,759.68,873.78,1023.69
Cot,Blk,,1012.56,485.62,974.47,492.33,476.18,487.85,267.39,403.56,207.27,394.11,585.95,620.17,503.99,634.08,677.87,765.57,882.55,1031.88
Cot,Blk,,1007.68,483.77,970.84,489.67,474.7,486.46,266.98,402.79,205.64,393.78,582.2,616.83,502.85,625.3,676.15,763.05,879.92,1029.54
Cot,Blk,,1016.46,487.47,981.75,494.1,480.61,489.93,269.88,407.83,208.89,398.75,592.37,626.01,507.43,640.91,683.01,771.46,893.95,1038.9
Cot,Blk,,978.42,468.01,944.48,471.04,460.65,474.64,259.94,388.43,197.52,384.16,566.13,593.46,490.25,609.69,659.85,750.43,857.98,1003.8
Cot,Blk,,982.32,468.94,943.57,473.7,459.17,473.95,258.7,386.49,199.15,381.51,562.92,588.45,491.39,614.57,656.41,741.17,852.72,997.95
Cot,Blu,,2902.09,1481.88,2680.71,1671.26,1351.63,1102.86,602.67,1219.23,435.65,758.38,2245.23,2913.87,657.48,796.99,1560.81,2219.31,3278.41,3686.46
Cot,Blu,,2885.51,1476.32,2687.98,1661.5,1354.59,1101.48,602.67,1221.17,435.33,760.04,2266.66,2924.72,652.9,786.26,1536.78,2198.28,3287.19,3701.67
Cot,Blu,,2945.02,1508.76,2742.53,1698.76,1385.64,1122.32,615.92,1251.44,447.02,779.93,2329.32,3005.69,668.93,822.35,1600.28,2280.72,3398.6,3795.26
Cot,Blu,,2916.73,1510.61,2758.89,1694.33,1393.77,1136.92,621.3,1252.99,444.42,789.21,2354.5,3006.52,673.51,822.35,1593.41,2295.87,3430.18,3930.98
Cot,Blu,,2934.28,1516.17,2763.43,1703.2,1398.21,1137.61,622.54,1254.15,446.7,789.54,2355.03,3015.7,675.81,827.23,1618.3,2315.22,3458.26,3921.62
Cot,Blu,,1115.96,556.98,1471.71,562.41,724.61,510.08,273.6,400.07,250.15,369.25,1065.31,702.8,468.48,624.32,669.29,820.25,1586.13,1215.56
Cot,Blu,,2912.82,1498.56,2727.07,1687.23,1377.51,1122.32,615.09,1239.41,444.42,780.26,2316.47,2978.14,672.37,823.33,1600.28,2276.52,3396.85,3830.36
Cot,Blu,,2959.65,1518.03,2740.71,1712.07,1387.12,1132.05,621.3,1260.75,448.64,785.56,2332,3025.72,676.95,815.52,1607.14,2295.03,3408.25,3830.36
Cot,Blu,,2955.75,1516.17,2754.34,1710.29,1392.29,1130.66,620.06,1256.48,449.29,784.24,2337.89,3016.54,673.51,825.28,1613.15,2297.55,3425.8,3833.87
Cot,Blu,,2959.65,1518.95,2760.71,1712.95,1395.99,1132.05,621.3,1259.59,451.24,787.22,2348.07,3029.06,675.81,832.11,1620.87,2307.65,3443.34,3850.25
Cot,Blu,,2940.14,1512.47,2688.89,1700.54,1387.12,1150.12,653.17,1372.51,542.21,1167.08,2665.68,3362.1,830.44,1521.79,3511.18,3993.58,4647.86,4673.88
Cot,Blu,,3209.37,1685.77,2960.69,1883.27,1557.92,1282.16,742.99,1504.05,674.75,1191.6,2702.64,3416.35,1180.94,1710.06,3437.38,3946.47,4725.06,4738.23
Cot,Blu,,3249.37,1710.79,3018.87,1914.32,1603.76,1318.3,772.38,1544.41,728.36,1221.77,2737.45,3413.01,1297.78,1850.53,3476.85,3938.9,4763.66,4716
Cot,Blu,,2459.22,1280.78,2967.06,1411.35,1563.84,1011.13,582.8,1122.61,692.95,909.86,2721.38,2449.79,969.04,1739.33,2520.98,2875.51,4737.34,3472.36
Cot,Blu,,2830.88,1443.89,2593.45,1613.6,1298.39,1045.19,576.59,1252.21,458.39,954.94,2545.17,3209.35,623.12,1103.3,2666.85,3306.25,4225.88,4321.73
Cot,Wht,,3512.75,2057.4,3500.65,2301.98,2020.05,1749.16,1112.62,2030.24,1298.5,1524.06,2630.33,3321.2,2854.42,3040.65,4160.73,4171.09,4732.08,4617.73
Cot,Wht,,3567.38,2089.83,3575.19,2354.31,2068.85,1783.21,1135.39,2087.67,1339.11,1570.8,2729.42,3442.23,2905.96,3134.3,4294.58,4311.59,4905.78,4753.44
Cot,Wht,,3604.45,2123.2,3609.74,2378.27,2080.68,1797.11,1144.91,2099.31,1347.88,1577.76,2736.38,3453.08,2941.47,3155.76,4329.76,4330.94,4927.71,4794.39
Cot,Wht,,3626.89,2131.54,3628.82,2389.8,2091.77,1800.58,1146.98,2111.73,1354.06,1586.37,2765.3,3491.47,2940.33,3176.25,4352.93,4373,4973.33,4824.81
Cot,Wht,,3574.21,2086.13,3582.46,2365.85,2079.94,1789.46,1136.63,2096.98,1343.99,1592.67,2778.69,3498.98,2904.82,3175.27,4366.66,4387.3,5009.3,4845.86
Cot,Wht,,3640.54,2224.21,3731.54,2471.41,2147.22,1844.36,1171.4,2148.2,1368.35,1612.23,2788.33,3536.54,2997.6,3168.44,4428.44,4443.67,5023.33,4892.66
Poly,Blu,,2691.39,1399.4,2525.27,1532.88,1252.55,1017.39,553.41,1207.59,419.08,897.93,2610.51,3213.52,599.06,955.02,2564.74,3583.03,4493.45,4726.53
Poly,Blu,,2704.07,1406.81,2525.27,1539.97,1251.81,1022.25,555.9,1213.8,419.41,900.25,2620.15,3231.05,599.06,942.34,2573.32,3607.43,4489.07,4753.44
Poly,Blu,,2699.19,1404.96,2534.36,1539.09,1256.98,1020.17,556.31,1214.57,420.71,900.91,2626.58,3231.89,599.06,934.53,2569.03,3597.34,4519.77,4747.59
Poly,Blu,,2714.8,1411.45,2546.18,1546.18,1262.9,1025.73,558.8,1220.01,423.31,911.52,2636.76,3243.57,603.64,952.09,2603.35,3627.62,4542.58,4770.99
Poly,Blu,,2685.53,1393.84,2506.18,1526.67,1240.72,1011.83,550.1,1202.16,415.51,894.61,2586.41,3190.15,589.9,939.41,2555.3,3551.07,4421.52,4686.75
Poly,Blu,,2669.93,1384.57,2488.91,1517.8,1231.84,1006.96,547.21,1195.17,412.91,881.36,2564.45,3162.61,589.9,919.9,2494.38,3507.32,4378.53,4649.31
Poly,Blu,,2670.9,1385.5,2506.18,1518.68,1240.72,1006.96,548.45,1197.89,415.18,882.68,2582.66,3170.95,586.46,912.1,2489.23,3503.11,4418.89,4645.81
Poly,Blu,,2631.88,1366.96,2465.27,1496.51,1221.49,994.45,540.58,1176.55,408.69,874.06,2534.99,3121.71,585.32,923.8,2497.81,3482.92,4361.86,4604.86
Poly,Blu,,2690.41,1397.55,2499.82,1531.1,1237.02,1015.3,552.17,1206.81,411.28,891.96,2567.13,3196.83,588.75,906.24,2534.7,3558.64,4396.08,4703.13
Poly,Red,,2745.04,1397.55,2483.45,1500.05,1246.63,1017.39,582.8,1339.52,1032.44,1407.05,2538.21,3082.48,1893.4,2732.39,3578.96,3901.04,4469.77,4620.07
Poly,Red,,2848.44,1449.45,2552.54,1556.83,1282.12,1050.74,603.5,1393.46,1056.8,1449.48,2611.05,3214.36,1955.25,2818.24,3708.53,4050.79,4603.99,4780.35
Poly,Red,,2887.46,1471.69,2575.27,1580.78,1293.21,1063.95,610.54,1411.31,1062.32,1468.37,2631.4,3261.1,1972.44,2800.68,3758.3,4104.63,4646.1,4847.03
Poly,Red,,2759.67,1398.47,2446.18,1509.81,1227.41,1014.61,580.73,1341.85,1022.69,1399.1,2483.58,3087.49,1909.44,2668.98,3611.57,3905.25,4396.08,4593.16
Poly,Red,,2930.38,1486.52,2597.99,1602.96,1303.57,1068.12,611.78,1421.4,1059.72,1446.5,2653.9,3304.5,1963.27,2733.37,3744.57,4111.36,4681.19,4862.24
Poly,Red,,2942.09,1490.22,2620.72,1607.39,1315.4,1068.81,611.78,1426.45,1074.67,1452.8,2686.57,3324.54,1971.29,2805.55,3754.01,4122.3,4744.36,4883.3
Poly,Red,,2866.98,1455.01,2558.9,1566.59,1286.56,1053.52,607.22,1402,1063.62,1437.88,2605.69,3218.53,1974.73,2802.63,3732.55,4055.84,4619.78,4752.27
Poly,Red,,2704.07,1363.26,2408.91,1471.67,1205.97,993.06,565,1298.78,978.18,1340.43,2442.87,2999.84,1797.18,2535.34,3449.39,3787.47,4285.54,4448.09
Poly,Red,,2850.39,1442.96,2547.09,1554.17,1278.43,1043.1,598.53,1385.7,1049,1417.33,2595.52,3189.32,1930.05,2708,3645.89,3986.85,4558.37,4694.94
Poly,Red,,2955.75,1501.34,2637.08,1617.15,1324.27,1078.54,619.64,1443.52,1083.12,1467.05,2707.46,3349.58,1991.91,2824.09,3783.18,4164.36,4780.33,4925.42
Poly,Red,,2954.77,1498.56,2622.54,1615.38,1315.4,1075.76,615.09,1434.21,1077.27,1459.43,2694.6,3334.55,1983.89,2807.51,3780.61,4158.47,4742.6,4920.74
Poly,Red,,2834.78,1441.1,2546.18,1549.73,1279.91,1046.58,602.67,1388.81,1060.7,1437.22,2590.7,3170.12,1964.42,2814.33,3713.68,4030.6,4578.55,4712.49
Poly,Red,,3038.66,1547.68,2719.8,1669.49,1364.94,1106.34,633.72,1483.88,1100.33,1506.16,2797.97,3475.61,2007.94,2885.55,3910.17,4285.51,4923.32,5092.72
Poly,Red,,3033.79,1545.83,2710.71,1671.26,1360.5,1107.73,634.54,1482.71,1094.49,1502.85,2790.47,3456.41,1998.78,2863.11,3917.04,4315.79,4905.78,5091.55
Poly,Red,,2999.64,1525.44,2670.71,1645.54,1339.06,1093.83,624.61,1457.88,1078.24,1491.91,2746.02,3409.67,1974.73,2802.63,3880.14,4272.89,4834.72,5026.03
Poly,Red,,2801.62,1427.2,2521.63,1533.76,1268.08,1036.85,596.05,1370.18,1040.23,1417,2563.38,3145.91,1916.31,2775.31,3638.17,3962.45,4544.34,4675.05
Poly,Red,,2917.7,1486.52,2613.44,1605.62,1310.96,1072.98,614.67,1424.89,1058.75,1457.1,2663.54,3296.16,1941.51,2798.73,3736.84,4119.77,4690.84,4880.96
Poly,Red,,2801.62,1420.72,2488.91,1522.23,1248.85,1031.29,591.91,1359.31,1030.16,1411.03,2532.85,3123.38,1917.45,2698.25,3632.16,3970.03,4473.28,4649.31
Poly,Red,,2850.39,1449.45,2561.63,1559.49,1286.56,1047.96,600.19,1388.03,1065.25,1446.83,2618.55,3201.84,1954.11,2788.97,3731.7,4062.57,4628.56,4772.16
Poly,Red,,2845.51,1453.15,2541.63,1565.7,1276.95,1052.13,602.26,1388.42,1049.33,1446.17,2592.84,3210.18,1938.07,2755.8,3729.98,4068.46,4599.61,4782.69
Poly,Red,,2819.18,1435.54,2513.45,1544.41,1262.16,1040.32,595.22,1368.63,1038.61,1425.62,2559.63,3163.44,1919.75,2722.64,3679.35,4009.57,4535.56,4720.68
Poly,Red,,3029.88,1542.12,2714.35,1665.94,1361.98,1104.95,632.47,1479.22,1097.73,1508.15,2788.33,3449.74,1998.78,2879.69,3910.17,4304.02,4912.8,5077.51
Poly,Red,,2991.84,1518.03,2650.71,1639.33,1329.45,1088.27,620.47,1451.28,1076.62,1489.92,2716.56,3380.46,1980.45,2833.84,3861.26,4235.87,4774.19,4989.77
Poly,Red,,2926.48,1481.88,2607.08,1596.75,1307.26,1066.73,608.88,1416.74,1058.1,1453.46,2658.18,3277.79,1946.09,2801.65,3723.97,4086.12,4671.54,4851.71
Poly,Red,,2854.29,1447.59,2549.81,1557.72,1279.91,1046.58,599.77,1386.09,1055.5,1441.86,2593.91,3190.99,1942.65,2758.73,3706.81,4037.33,4576.8,4739.4
Poly,Red,,2872.83,1455.01,2537.09,1569.25,1273.25,1049.35,600.19,1386.87,1050.95,1431.58,2581.59,3211.02,1933.49,2760.68,3728.26,4048.27,4562.76,4726.53
Poly,Red,,2952.82,1499.49,2643.44,1623.36,1327.97,1078.54,618.4,1435.76,1084.74,1462.74,2697.28,3332.05,1966.71,2785.07,3789.19,4142.49,4759.27,4873.94
Poly,Red,,2951.84,1494.86,2627.08,1616.26,1318.35,1073.68,614.67,1430.33,1080.19,1459.76,2668.36,3312.02,1971.29,2812.38,3781.46,4126.51,4712.78,4841.18
Poly,Red,,2852.34,1467.05,2588.9,1591.42,1298.39,1049.35,583.63,1311.2,1054.85,1562.84,2669.96,3302.83,1549.77,3089.43,4069.77,4247.65,4741.73,4861.07
Poly,Red,,3000.62,1549.54,2732.53,1681.02,1372.33,1101.48,613.43,1388.03,1105.86,1643.05,2853.14,3532.37,1604.75,3184.05,4315.18,4533.69,5067.2,5172.28
Poly,Red,,2943.06,1522.66,2687.98,1653.52,1349.41,1086.19,603.09,1361.64,1059.4,1608.58,2783.51,3454.75,1550.92,3132.35,4213.07,4431.89,4946.13,5064.64
Poly,Red,,2872.83,1480.96,2611.63,1602.96,1310.96,1060.47,590.25,1326.33,1081.82,1583.39,2710.13,3337.89,1596.73,3131.37,4124.69,4318.32,4804.01,4930.1
Poly,Red,,3089.39,1601.43,2816.16,1744,1412.26,1134.83,629.58,1436.92,1110.4,1676.2,2937.23,3660.91,1607.04,3246.48,4353.79,4606.88,5158.44,5337.24
Poly,Red,,2872.83,1484.66,2620.72,1610.05,1315.4,1064.64,592.32,1329.82,1072.39,1599.3,2707.99,3350.41,1582.99,3159.66,4143.56,4334.3,4815.42,4958.18
Poly,Red,,2953.79,1530.07,2702.53,1657.96,1355.32,1090.36,605.57,1364.36,1063.95,1619.19,2819.93,3475.61,1525.72,3160.64,4231.94,4471.43,4996.14,5113.78
Poly,Red,,2866,1480.03,2602.54,1604.73,1308,1061.17,589.01,1323.23,1071.09,1594,2692.46,3327.87,1585.28,3105.04,4139.27,4328.41,4782.96,4944.14
Poly,Red,,3098.17,1601.43,2840.7,1744,1424.09,1133.44,630.4,1440.03,1104.88,1674.88,2953.3,3665.09,1580.7,3262.09,4360.65,4655.67,5218.97,5319.69
Poly,Red,,2894.29,1496.71,2632.53,1621.58,1322.05,1070.9,596.05,1338.75,1077.27,1609.25,2729.42,3382.13,1587.57,3171.37,4179.6,4367.11,4858.4,5001.46
Poly,Red,,3040.61,1577.34,2759.8,1719.16,1385.64,1116.76,618.81,1410.92,1082.47,1654.66,2864.39,3593.3,1585.28,3153.81,4336.63,4558.93,5065.44,5255.34
Poly,Red,,2835.76,1465.2,2598.9,1598.52,1306.52,1053.52,585.7,1320.12,1079.22,1591.35,2679.07,3296.99,1605.9,3157.71,4116.96,4282.98,4772.43,4890.32
Poly,Red,,3057.2,1581.04,2783.43,1726.26,1395.99,1122.32,622.95,1419.46,1098.38,1661.62,2891.17,3601.65,1588.72,3178.2,4363.23,4613.61,5127.73,5251.83
Poly,Red,,2853.32,1464.27,2593.45,1583.44,1300.61,1051.44,585.7,1312.75,1062.97,1555.55,2671.04,3273.62,1568.1,3089.43,4036.31,4257.75,4715.41,4804.92
Poly,Red,,3053.29,1581.97,2777.98,1724.49,1394.51,1122.32,623.37,1419.85,1115.28,1664.27,2894.92,3608.33,1627.66,3233.8,4358.08,4576.59,5126.85,5281.08
Poly,Red,,2861.12,1472.61,2593.45,1597.63,1300.61,1054.22,586.53,1321.67,1062,1557.54,2667.29,3307.01,1584.13,3063.09,4026.01,4209.79,4709.27,4856.39
Poly,Red,,2883.56,1492.08,2635.26,1623.36,1320.57,1064.64,589.84,1329.43,990.85,1536.99,2697.82,3371.28,1443.25,2947,4013.14,4233.35,4759.27,4899.68
Poly,Red,,3013.3,1563.44,2786.16,1700.54,1394.51,1112.59,616.74,1405.49,1077.59,1631.79,2886.35,3558.25,1557.79,3122.59,4129.84,4433.57,5037.37,5227.26
Poly,Red,,2948.92,1535.63,2722.53,1665.94,1364.2,1095.22,606.4,1373.67,1059.07,1635.1,2824.75,3484.79,1526.86,3180.15,4167.59,4447.04,4975.08,5155.9
Poly,Red,,1993.91,1038.89,1862.59,1109.74,933.87,806.13,449.93,948.76,778.71,1114.37,1797.47,2174.34,1501.66,2218.3,2789.55,2906.64,3217,3356.54
Poly,Red,,1973.42,1024.06,1849.86,1096.43,927.21,794.31,443.72,932.85,774.49,1089.51,1777.66,2140.96,1467.3,2170.5,2743.21,2846.91,3178.4,3265.28
