Material,Color,Opacity,A=410nm,B=435nm,C=460nm,D=485nm,E=510nm,F=535nm,G=560nm,H=585nm,I=645nm,J=705nm,K=900nm,L=940nm,R=610nm,S=680nm,T=730nm,U=760nm,V=810nm,W860nm
Poly,Red,,1984.15,1026.85,1854.41,1099.98,929.43,796.4,444.55,934.8,780.01,1085.2,1771.76,2137.62,1486.77,2125.63,2739.78,2830.08,3157.35,3236.04
Poly,Red,,1974.4,1024.06,1839.87,1096.43,921.3,795.7,443.31,932.47,771.89,1093.49,1764.27,2130.94,1487.92,2156.84,2744.93,2847.75,3146.82,3267.62
Poly,Red,,1947.09,1008.31,1821.68,1078.69,910.94,786.67,440,921.99,752.07,1064.99,1726.77,2083.36,1448.97,2101.24,2667.7,2766.99,3081.9,3181.05
Poly,Red,,1949.04,1010.16,1819.87,1080.47,910.94,786.67,439.59,921.21,750.45,1067.97,1733.74,2093.38,1435.23,2107.09,2678,2778.77,3089.8,3195.09
Poly,Blk,,2721.63,1413.3,2579.81,1573.68,1283.6,1033.37,563.35,1241.35,428.18,858.82,2649.61,3248.58,586.46,915.02,2110.82,3228.01,4532.93,4680.9
Poly,Blk,,2550.92,1328.04,2378.01,1476.1,1185.26,981.25,533.96,1157.14,405.11,831.31,2428.95,3014.87,586.46,908.2,2127.13,3159.87,4203.95,4438.73
Poly,Blk,,2807.47,1461.49,2633.44,1626.02,1309.48,1061.86,579.08,1283.26,437.27,879.04,2732.09,3383.8,593.33,924.78,2152.87,3287.74,4652.24,4891.49
Poly,Blk,,2765.52,1441.1,2599.81,1604.73,1294.69,1049.35,572.45,1263.86,433.38,877.38,2689.78,3325.37,593.33,932.58,2182.04,3323.92,4637.33,4836.5
Poly,Blk,,2774.3,1443.89,2610.72,1609.17,1299.87,1050.74,572.87,1266.96,435,877.05,2695.14,3324.54,593.33,918.93,2182.9,3322.24,4623.29,4829.48
Poly,Blk,,2794.79,1455.01,2627.99,1622.47,1307.26,1058.39,578.25,1280.54,437.27,885,2716.56,3361.26,594.48,931.61,2191.48,3334.86,4646.98,4859.9
Poly,Blk,,2750.89,1435.54,2584.36,1597.63,1288.78,1047.27,572.04,1258.81,435.33,880.69,2672.64,3303.67,600.21,931.61,2221.51,3365.98,4604.87,4795.56
Poly,Blk,,2778.21,1450.37,2594.36,1609.17,1293.21,1057,577.01,1268.51,434.03,883.68,2686.57,3349.58,603.64,928.68,2201.78,3351.68,4646.98,4876.28
Poly,Blk,,2951.84,1541.19,2785.25,1720.05,1385.64,1112.59,608.47,1358.93,460.02,928.76,2891.17,3604.15,612.81,974.53,2272.14,3437.49,4896.13,5155.9
Poly,Blk,,3008.42,1565.29,2825.25,1749.32,1406.34,1125.1,615.92,1381.82,467.16,933.73,2934.02,3669.26,612.81,962.82,2272.14,3445.91,4948.77,5174.62
Poly,Blk,,2810.4,1461.49,2639.81,1628.68,1316.88,1063.25,582.39,1284.81,443.45,891.63,2736.38,3385.47,604.79,956,2221.51,3361.78,4722.43,4877.45
Poly,Blk,,2844.54,1478.18,2668.9,1641.99,1330.19,1072.29,587.36,1297.23,446.37,892.63,2765.3,3425.53,604.79,939.41,2205.21,3339.06,4725.93,4900.85
Poly,Blk,,2900.14,1507.83,2718.89,1677.47,1355.32,1091.05,598.12,1327.49,453.19,912.85,2817.79,3505.66,610.52,967.7,2266.13,3419.83,4818.05,5006.14
Poly,Blk,,2849.42,1480.03,2693.44,1656.18,1342.75,1075.07,588.6,1306.93,450.27,901.24,2784.05,3433.88,607.08,962.82,2234.38,3376.08,4772.43,4910.21
Poly,Blk,,2762.6,1436.47,2587.08,1597.63,1290.26,1047.96,572.04,1258.81,434.68,879.7,2665.14,3303.67,601.35,944.29,2210.36,3326.44,4595.22,4770.99
Poly,Blk,,2950.87,1536.56,2778.89,1715.62,1384.16,1108.42,606.4,1353.88,461.96,927.76,2877.78,3587.46,613.95,980.38,2291.02,3430.76,4882.97,5093.89
Poly,Blk,,2965.5,1543.97,2767.98,1718.28,1376.77,1109.81,606.81,1356.6,458.07,912.85,2891.17,3609.16,607.08,950.14,2209.5,3411.41,4912.8,5143.03
Poly,Blk,,3001.59,1561.58,2807.07,1745.78,1395.25,1122.32,613.02,1376.39,462.61,926.43,2901.34,3645.89,610.52,946.24,2248.11,3440.02,4888.23,5145.37
Poly,Blk,,2904.04,1508.76,2710.71,1681.91,1343.49,1088.97,594.81,1328.27,443.45,879.04,2782.44,3509,593.33,891.61,2013.86,3151.46,4654.87,4944.14
Poly,Blk,,2793.81,1456.86,2633.44,1611.83,1308.74,1061.86,580.32,1277.83,437.6,876.72,2730.49,3362.1,601.35,930.63,2109.97,3234.74,4618.91,4877.45
Poly,Blk,,3012.32,1575.48,2837.97,1757.31,1410.78,1137.61,620.06,1390.75,465.21,883.68,2982.76,3697.64,616.24,850.64,1960.66,3047.98,4908.41,5351.27
Poly,Blk,,2978.18,1559.73,2827.07,1738.68,1405.6,1128.58,615.09,1377.94,461.31,878.7,2964.55,3660.08,612.81,849.67,1949.51,3032.83,4901.39,5331.39
Poly,Blk,,2964.53,1548.61,2797.07,1727.15,1390.82,1120.93,610.54,1365.52,458.39,869.42,2927.59,3622.52,610.52,845.76,1939.21,3002.55,4820.68,5262.36
Poly,Blk,,2973.3,1552.32,2803.43,1732.47,1393.03,1122.32,611.36,1370.18,458.07,868.43,2928.66,3630.03,608.22,836.98,1917.76,2991.61,4830.33,5264.7
Poly,Blk,,2971.35,1531.93,2747.07,1717.39,1365.68,1102.17,603.5,1349.22,456.77,852.19,2838.68,3579.11,607.08,827.23,1927.2,2941.13,4690.84,5007.31
Poly,Blk,,2976.23,1551.39,2796.16,1730.7,1390.08,1120.93,611.36,1367.46,460.67,872.74,2928.66,3635.04,611.66,846.74,1959.81,3020.21,4846.12,5238.96
Poly,Blk,,3008.42,1567.14,2820.7,1751.1,1401.17,1129.97,615.5,1381.43,462.94,874.73,2951.15,3666.75,610.52,841.86,1948.65,3019.37,4854.9,5269.38
Poly,Blk,,2986.96,1556.95,2812.52,1737.79,1398.21,1123.71,613.43,1374.45,462.29,872.41,2943.12,3650.9,611.66,845.76,1940.07,3003.39,4863.67,5251.83
Poly,Blk,,2990.86,1558.8,2804.34,1741.34,1392.29,1124.41,612.19,1372.12,460.34,867.77,2929.2,3641.71,608.22,836.98,1916.04,2955.44,4756.64,5227.26
Poly,Blk,,2964.53,1544.9,2791.61,1725.37,1387.86,1116.07,608.05,1360.48,458.07,865.78,2909.38,3609.16,607.08,842.84,1934.92,2995.82,4823.31,5196.84
Poly,Blk,,2941.11,1534.71,2783.43,1711.18,1382.68,1111.2,605.98,1353.49,455.14,860.81,2900.81,3585.79,605.93,839.91,1905.75,2959.64,4776.82,5185.14
Poly,Blk,,2973.3,1551.39,2800.7,1731.58,1391.56,1121.63,611.78,1368.24,459.04,870.42,2919.02,3624.19,610.52,843.81,1935.78,2994.98,4800.5,5234.28
Poly,Gry,,1067.19,496.74,961.75,499.43,483.57,503.83,285.61,415.21,245.6,413,590.77,630.18,628.84,731.63,823.74,874.1,993.96,1112.61
Poly,Gry,,1074.99,500.45,965.38,502.98,486.53,508,287.68,419.09,247.23,415.98,592.91,636.86,635.72,749.19,834.03,885.03,1005.37,1124.31
Poly,Gry,,1087.68,506.01,977.2,508.3,493.18,511.47,290.99,425.29,250.47,420.29,602.01,646.04,641.44,757.97,841.76,895.97,1019.41,1134.84
Poly,Gry,,1068.17,498.59,965.38,501.2,486.53,507.3,287.26,419.09,246.9,417.64,596.66,637.7,634.57,750.16,835.75,889.24,1008.88,1125.48
Poly,Gry,,1086.7,506.94,980.84,510.07,494.66,513.56,290.99,426.46,250.8,420.96,606.83,647.71,640.3,753.09,843.47,897.65,1020.28,1137.18
Poly,Gry,,1082.8,504.16,974.47,506.52,490.96,512.17,290.16,422.58,247.55,417.64,597.19,638.53,638.01,748.21,834.03,890.08,1004.49,1127.82
Poly,Gry,,1074.02,501.37,969.02,502.98,487.27,510.78,289.75,421.03,245.6,417.31,595.59,636.03,636.86,735.53,832.32,889.24,1002.74,1124.31
Poly,Gry,,1079.87,504.16,976.29,505.64,492.44,512.86,290.99,424.13,248.85,419.96,602.55,641.04,641.44,751.14,837.47,895.13,1012.39,1128.99
Poly,Gry,,1079.87,504.16,982.66,506.52,496.88,514.25,291.82,426.07,250.15,421.29,607.37,641.87,640.3,744.31,836.61,895.97,1016.77,1128.99
Poly,Gry,,1072.07,499.52,969.02,501.2,486.53,507.3,286.85,418.7,242.68,410.68,592.91,631.85,627.7,719.92,816.01,875.78,986.95,1111.44
Poly,Gry,,1069.14,497.67,970.84,499.43,488.01,505.22,286.43,418.7,243,410.35,595.05,632.69,623.12,729.68,810.87,872.41,993.09,1105.59
Poly,Gry,,1072.07,498.59,972.66,499.43,488.01,505.22,286.02,417.53,241.38,408.03,593.44,630.18,620.82,722.85,804,867.37,986.07,1103.25
Poly,Gry,,2893.31,1662.6,2882.52,1796.34,1465.5,1198.77,680.07,1416.36,591.91,1017.59,2689.78,3362.1,985.07,1314.01,2861.62,3761.39,4701.37,4796.73
Poly,Gry,,2855.27,1644.99,2834.34,1769.73,1437.4,1182.78,670.97,1391.91,571.77,988.75,2630.87,3306.17,962.16,1249.62,2779.25,3726.89,4619.78,4737.06
Poly,Gry,,2915.75,1692.26,2920.69,1826.5,1484.72,1217.53,690.84,1437.7,605.56,1026.54,2707.46,3386.3,1020.58,1344.25,2838.46,3763.07,4726.81,4825.97
Poly,Gry,,2904.04,1674.65,2904.33,1810.53,1477.33,1204.33,683.8,1429.55,602.31,1024.55,2704.24,3380.46,998.82,1339.37,2831.59,3746.24,4727.69,4808.43
Poly,Gry,,2820.15,1625.53,2812.52,1748.44,1429.27,1174.44,667.66,1378.33,578.59,996.7,2602.48,3257.76,972.47,1285.72,2803.28,3682.31,4575.04,4666.86
Poly,Gry,,2947.94,1702.45,2944.33,1833.6,1495.81,1221.7,693.32,1448.18,602.63,1033.5,2760.48,3451.41,997.67,1329.61,2879.64,3838.79,4842.61,4902.02
Poly,Gry,,2867.95,1653.33,2860.7,1776.82,1450.71,1183.48,669.73,1396.18,577.29,984.77,2664.07,3322.03,953,1243.77,2734.63,3675.58,4643.47,4741.74
Poly,Gry,,2884.53,1661.67,2883.42,1787.47,1459.58,1193.9,676.35,1405.88,580.54,988.75,2675.32,3327.87,967.89,1245.72,2719.19,3678.94,4655.75,4748.76
Poly,Gry,,2923.55,1680.21,2924.33,1816.74,1483.24,1205.72,683.8,1432.27,592.89,1023.22,2733.17,3417.18,979.35,1298.4,2877.07,3805.13,4784.71,4863.41
Poly,Gry,,2906.97,1680.21,2918.88,1814.08,1481.76,1207.11,687.53,1428.77,599.06,1009.96,2692.46,3365.43,999.96,1306.2,2792.98,3724.37,4708.39,4792.05
Poly,Blu,,2806.5,1433.69,2580.72,1597.63,1273.99,1034.07,563.35,1244.07,428.5,829.32,2562.85,3221.03,577.3,889.66,1810.5,2810.73,4240.8,4494.88
Poly,Blu,,2884.53,1474.47,2657.08,1639.33,1313.18,1058.39,578.66,1281.32,438.57,857.82,2651.22,3336.22,583.03,933.56,1922.91,2966.37,4427.66,4648.14
Poly,Blu,,2870.88,1466.13,2651.62,1631.34,1308.74,1053.52,574.94,1275.11,436.62,846.22,2637.83,3302.83,579.59,903.32,1877.43,2939.45,4375.9,4594.33
Poly,Blu,,2880.63,1473.54,2650.71,1639.33,1308,1058.39,577.42,1281.32,437.27,850.86,2654.97,3335.39,580.73,916,1880.86,2931.88,4406.6,4653.99
Poly,Blu,,2900.14,1483.74,2666.17,1654.41,1318.35,1065.34,581.15,1287.91,442.8,875.39,2656.58,3342.06,588.75,944.29,2029.31,3063.96,4447.84,4670.37
Poly,Blu,,2833.81,1448.52,2606.17,1610.94,1286.56,1043.1,569.14,1256.87,430.78,837.27,2594.45,3259.43,578.44,905.27,1847.4,2890.66,4311.86,4555.72
Poly,Blu,,2892.34,1466.13,2652.53,1611.83,1314.66,1043.1,574.11,1281.32,431.1,826.33,2676.39,3325.37,569.28,889.66,1797.63,2897.39,4436.43,4517.11
Poly,Blu,,2888.44,1473.54,2661.62,1638.44,1314.66,1056.3,577.84,1282.09,438.25,853.18,2653.9,3328.71,580.73,926.73,1904.89,2959.64,4431.17,4623.58
Poly,Blu,,2900.14,1482.81,2667.08,1653.52,1317.62,1064.64,581.15,1289.08,440.85,861.8,2658.18,3342.9,585.32,918.93,1933.21,2998.34,4428.54,4663.35
Poly,Blu,,2842.59,1442.96,2602.54,1596.75,1284.34,1035.46,568.32,1257.65,425.25,824.68,2608.37,3261.1,570.43,876,1792.48,2843.54,4341.68,4526.47
Poly,Blu,,2893.31,1480.03,2677.08,1648.2,1322.79,1062.56,581.15,1288.3,441.5,860.14,2665.14,3344.57,584.17,937.46,1927.2,3002.55,4451.34,4646.97
Poly,Blu,,2854.29,1460.57,2629.81,1624.25,1299.13,1050.74,574.11,1267.74,435.33,848.87,2614.8,3291.98,581.88,913.07,1881.72,2916.74,4366.25,4594.33
Poly,Blu,,2839.66,1447.59,2606.17,1612.71,1288.78,1045.88,570.39,1257.26,441.5,812.74,2597.12,3247.74,592.19,876.98,1701.53,2713.15,4299.57,4567.42
Poly,Blu,,2814.3,1432.76,2578.9,1591.42,1273.25,1036.15,565.83,1247.95,432.4,786.23,2581.06,3220.2,583.03,834.06,1541.93,2550.78,4206.58,4515.94
Poly,Blu,,2783.08,1403.11,2519.82,1567.47,1245.89,1013.91,555.07,1217.29,432.4,774.63,2476.61,3128.39,583.03,848.69,1587.41,2550.78,4094.29,4284.3
Poly,Blu,,2846.49,1436.47,2574.36,1603.84,1275.47,1034.07,566.66,1247.17,446.37,808.43,2543.56,3205.18,599.06,884.78,1775.32,2796.43,4260.1,4389.59
Poly,Blu,,2933.31,1480.96,2647.99,1655.29,1310.22,1056.3,578.66,1287.53,451.24,814.4,2641.04,3341.23,593.33,877.96,1720.41,2739.23,4369.76,4546.36
Poly,Blu,,2698.22,1358.62,2445.28,1506.26,1206.7,986.12,540.58,1173.05,417.13,748.77,2389.85,3010.69,571.57,822.35,1480.15,2388.41,3921.46,4124.02
Poly,Blu,,2604.57,1309.51,2364.37,1449.49,1166.78,954.15,523.2,1133.47,402.84,722.59,2301.47,2880.48,557.83,785.28,1418.37,2300.92,3746.88,3914.6
Poly,Blu,,2846.49,1433.69,2579.81,1599.41,1274.73,1029.2,564.59,1245.23,437.6,781.92,2537.67,3205.18,583.03,844.79,1567.67,2549.94,4171.49,4355.66
Poly,Blu,,2801.62,1411.45,2546.18,1572.8,1257.72,1013.91,555.9,1226.22,432.4,768.33,2509.29,3156.76,575.01,823.33,1523.05,2450.66,4072.36,4277.28
Poly,Grn,,2989.89,1516.17,2704.35,1703.2,1390.08,1111.2,608.47,1330.6,473.01,1040.79,2709.6,3438.05,639.15,1168.66,3155.08,3943.1,4734.71,4720.68
Poly,Grn,,2980.13,1508.76,2688.89,1694.33,1386.38,1111.2,608.47,1320.9,473.33,1040.79,2696.21,3405.5,644.88,1187.19,3155.08,3918.71,4709.27,4716
Poly,Grn,,2985.01,1514.32,2698.89,1701.42,1387.12,1110.51,607.64,1325.55,472.36,1039.46,2705.31,3426.37,638.01,1160.85,3156.8,3940.58,4718.92,4721.85
Poly,Grn,,2918.68,1480.03,2623.44,1662.39,1342.75,1082.71,591.91,1294.12,456.77,989.41,2614.8,3337.06,621.97,1103.3,2968.88,3782.42,4549.6,4596.67
Poly,Grn,,2975.26,1508.76,2680.71,1695.21,1373.07,1101.48,602.67,1321.29,464.24,1011.62,2674.25,3410.51,626.55,1109.15,3064.98,3885.9,4661.89,4656.33
Poly,Grn,,2964.53,1500.42,2676.17,1689.89,1376.77,1104.25,603.5,1314.3,470.41,1029.19,2677.46,3380.46,638.01,1171.58,3132.77,3898.52,4668.03,4665.69
Poly,Grn,,2972.33,1508.76,2678.89,1695.21,1371.59,1103.56,603.5,1322.06,464.89,1011.95,2682.28,3413.85,627.7,1107.2,3034.95,3864.02,4668.91,4678.56
Poly,Grn,,2923.55,1478.18,2644.35,1658.84,1362.72,1091.05,597.7,1292.96,466.19,1022.23,2630.33,3313.68,636.86,1160.85,3109.6,3848.04,4596.1,4572.1
Poly,Grn,,2947.94,1493,2671.62,1678.36,1373.81,1098,601.84,1308.87,468.46,1029.52,2659.25,3362.1,636.86,1176.46,3146.5,3919.55,4662.77,4625.92
Poly,Grn,,2942.09,1489.3,2649.81,1671.26,1363.46,1098,600.19,1299.94,465.86,1023.88,2638.36,3335.39,639.15,1167.68,3121.62,3877.48,4604.87,4618.9
Poly,Grn,,2835.76,1431.84,2568.9,1605.62,1325.01,1064.64,582.39,1251.05,455.14,995.38,2546.78,3186.81,631.13,1153.05,3033.24,3745.4,4449.59,4424.69
Poly,Grn,,2960.62,1498.56,2668.9,1683.68,1372.33,1101.48,602.26,1310.03,468.46,1027.53,2655.5,3362.1,638.01,1167.68,3137.06,3908.61,4640.84,4634.11
Poly,Grn,,2977.21,1508.76,2698.89,1697.87,1385.64,1106.34,606.4,1324.78,471.71,1028.53,2684.96,3403.83,635.72,1151.1,3090.73,3873.28,4676.81,4656.33
Poly,Grn,,2943.06,1490.22,2663.44,1674.81,1368.63,1096.61,600.19,1303.44,467.49,1027.86,2636.22,3339.56,636.86,1179.39,3105.31,3829.53,4596.1,4588.48
Poly,Grn,,2976.23,1505.05,2693.44,1692.55,1387.12,1108.42,607.22,1319.73,474.63,1040.13,2674.79,3383.8,644.88,1206.7,3144.78,3878.33,4670.67,4648.14
Poly,Grn,,2974.28,1503.2,2696.17,1692.55,1386.38,1105.64,605.98,1318.96,474.31,1038.47,2673.71,3380.46,641.44,1197.92,3135.35,3869.07,4661.89,4636.45
Poly,Grn,,2981.11,1506.9,2677.99,1696.99,1378.25,1109.81,606.81,1319.35,472.04,1042.11,2655.5,3381.29,644.88,1189.14,3154.22,3886.74,4625.05,4652.82
Poly,Grn,,2953.79,1494.86,2657.08,1677.47,1364.94,1098,601.02,1308.87,465.86,1022.89,2638.36,3351.25,636.86,1158.9,3084.72,3843.83,4581.18,4596.67
Poly,Grn,,2973.3,1504.12,2687.08,1691.66,1381.94,1106.34,605.57,1317.02,471.71,1035.49,2664.07,3381.29,639.15,1188.17,3119.9,3858.98,4641.72,4641.13
Poly,Gry,,3031.83,1537.49,2750.71,1719.16,1404.86,1145.95,642.41,1368.24,555.2,1159.78,2679.07,3362.93,812.11,1602.76,3384.18,3956.57,4696.11,4663.35
Poly,Gry,,3065.98,1555.1,2764.34,1744,1411.52,1157.77,646.96,1382.98,558.45,1170.72,2698.89,3408,817.84,1625.19,3423.65,3996.95,4725.93,4738.23
Poly,Gry,,3047.44,1546.76,2753.43,1734.24,1404.86,1152.9,644.89,1375.61,554.88,1166.41,2686.03,3395.48,813.26,1622.27,3403.92,3970.03,4711.02,4721.85
Poly,Gry,,3067.93,1555.1,2765.25,1745.78,1411.52,1159.15,647.79,1385.31,558.45,1169.73,2697.82,3413.85,821.28,1623.24,3421.94,4003.68,4725.93,4752.27
Poly,Gry,,2948.92,1514.32,2720.71,1686.34,1387.86,1142.48,636.61,1348.45,538.31,1165.75,2673.18,3313.68,800.66,1595.93,3278.64,3922.07,4656.63,4785.03
Poly,Gry,,3009.4,1549.54,2776.16,1728.03,1420.39,1168.88,653.58,1384.92,555.85,1214.81,2744.95,3415.52,827,1696.4,3448.54,4092.01,4831.21,4933.61
Poly,Gry,,3015.25,1549.54,2776.16,1726.26,1416.7,1166.1,650.69,1381.43,550.33,1198.9,2727.81,3403.83,814.4,1664.21,3377.32,4023.87,4774.19,4893.83
Poly,Gry,,3068.9,1575.48,2814.34,1759.08,1436.66,1181.39,660.21,1407.43,559.75,1211.82,2766.91,3468.1,824.71,1657.38,3414.21,4065.09,4840.86,4952.33
Poly,Gry,,3055.25,1564.36,2816.16,1747.55,1435.18,1170.97,654.41,1397.73,552.28,1192.93,2759.41,3440.56,805.24,1635.92,3354.15,4027.23,4815.42,4895
Poly,Gry,,2701.14,1357.7,2429.82,1500.05,1262.9,1074.37,610.12,1216.13,543.18,1206.85,2220.06,2746.94,909.47,1813.47,3282.93,3503.11,3914.45,4051.48
Poly,Gry,,2717.72,1366.96,2438,1508.04,1268.08,1077.85,611.78,1219.23,549.03,1202.21,2225.95,2749.44,914.06,1816.39,3294.09,3501.43,3917.96,4042.12
Poly,Gry,,2737.23,1369.74,2458,1511.59,1273.25,1077.15,610.95,1223.5,542.86,1195.91,2248.45,2761.96,895.73,1783.22,3288.08,3542.65,3945.15,4040.95
Poly,Gry,,3125.48,1599.58,2875.24,1790.13,1466.24,1193.21,667.24,1430.33,563.97,1210.83,2813.51,3520.69,814.4,1651.53,3388.47,4069.3,4906.66,4981.58
Poly,Gry,,3071.83,1561.58,2787.98,1752.87,1423.35,1167.49,653.58,1393.07,562.67,1185.31,2723.53,3418.02,818.98,1622.27,3434.81,4025.55,4775.06,4795.56
Poly,Gry,,3031.83,1524.51,2732.53,1726.26,1393.03,1130.66,633.72,1363.19,548.05,1119.35,2645.86,3341.23,786.91,1528.62,3332.7,3890.95,4646.98,4541.68
Poly,Gry,,3203.52,1616.26,2867.06,1821.18,1467.71,1195.99,673.87,1445.85,586.71,1206.85,2795.3,3564.92,846.47,1681.77,3577.25,4132.39,4916.31,4840.01
Poly,Gry,,3166.45,1592.17,2831.61,1795.45,1451.45,1179.31,664.76,1424.12,586.39,1193.59,2748.7,3488.13,848.77,1659.34,3573.81,4092.01,4843.49,4727.7
Poly,Gry,,3185.96,1602.36,2849.79,1806.98,1461.06,1184.87,668.07,1433.43,588.34,1197.24,2761.02,3514.84,849.91,1691.53,3566.09,4083.6,4867.18,4746.42
Poly,Gry,,3241.57,1632.02,2892.52,1842.47,1480.28,1202.94,676.76,1459.82,594.19,1212.49,2814.04,3596.64,853.35,1693.48,3604.7,4146.7,4948.77,4852.88
Poly,Gry,,3046.47,1526.37,2731.62,1733.36,1393.03,1114.68,622.13,1339.14,554.55,1317.89,2628.19,3332.05,755.99,1929.55,3862.98,4027.23,4625.92,4518.28
Poly,Gry,,3184.01,1597.73,2841.61,1817.63,1447.75,1154.29,644.48,1401.61,568.85,1350.71,2763.69,3521.52,761.71,1959.79,3980.53,4243.44,4882.09,4760.46
Poly,Gry,,3190.84,1601.43,2847.06,1822.07,1449.97,1157.77,645.72,1404.72,569.17,1351.7,2765.3,3528.2,764,1986.13,3986.54,4257.75,4880.34,4770.99
Poly,Gry,,3151.82,1585.68,2827.97,1802.55,1438.14,1149.43,639.92,1389.97,558.78,1352.03,2745.48,3495.64,751.4,1969.55,3968.52,4224.94,4842.61,4762.8
Poly,Gry,,3014.28,1510.61,2708.89,1716.5,1376.77,1105.64,615.09,1324,543.51,1293.36,2593.91,3279.46,742.24,1892.48,3731.7,3951.52,4533.81,4473.83
Poly,Gry,,3155.72,1583.83,2816.16,1799.89,1434.44,1151.51,641.58,1388.42,573.72,1363.3,2724.06,3463.93,780.04,2008.57,3974.53,4161.84,4784.71,4723.02
Poly,Gry,,3060.12,1534.71,2738.89,1739.57,1395.25,1121.63,626.68,1344.18,560.08,1331.48,2618.01,3328.71,773.17,1967.6,3837.24,4008.73,4608.38,4545.19
Poly,Gry,,3085.49,1551.39,2764.34,1760.86,1402.65,1123.71,625.02,1358.15,540.26,1305.3,2665.68,3396.32,727.35,1889.55,3775.46,4058.36,4657.51,4593.16
Poly,Gry,,3225.96,1628.31,2884.33,1851.34,1464.76,1169.58,649.86,1426.06,558.13,1371.92,2829.04,3629.19,738.8,1933.45,4053.47,4372.16,5006.67,4927.76
Poly,Gry,,3055.25,1538.41,2749.8,1746.66,1397.47,1120.24,622.95,1348.84,541.23,1325.18,2660.86,3378.79,728.5,1926.62,3856.11,4075.19,4672.42,4591.99
Poly,Grn,,3404.47,1659.82,2917.97,2022.55,1920.23,1468.4,783.97,1517.25,569.5,963.23,2795.3,3564.09,870.53,1172.56,2477.21,3700.81,4901.39,4848.2
Poly,Grn,,3393.74,1656.11,2909.79,2017.22,1917.27,1465.62,781.9,1512.2,568.85,960.58,2790.47,3549.9,869.38,1184.26,2475.5,3701.66,4886.48,4840.01
Poly,Grn,,3277.66,1594.95,2827.07,1940.93,1848.51,1410.03,753.75,1455.94,546.11,921.46,2680.14,3401.33,833.88,1133.54,2310.75,3467.78,4680.32,4606.03
Poly,Grn,,3306.92,1613.48,2851.61,1986.18,1860.34,1424.62,764.51,1477.67,550.98,926.77,2708.53,3453.08,851.06,1113.05,2260.98,3380.28,4700.49,4678.56
Poly,Grn,,3318.63,1614.41,2861.61,1965.77,1871.43,1431.57,769.48,1480.38,562.02,947.32,2713.35,3440.56,863.66,1183.29,2393.98,3490.49,4733.83,4668.03
Poly,Grn,,3325.46,1619.97,2867.97,1969.32,1873.65,1432.96,768.65,1482.32,563.32,949.64,2736.91,3462.26,857.93,1171.58,2430.02,3577.99,4773.31,4705.47
Poly,Grn,,3343.02,1630.16,2887.06,1981.74,1892.13,1445.47,771.97,1490.86,562.35,953.28,2754.59,3491.47,857.93,1183.29,2426.59,3595.65,4816.3,4755.78
Poly,Grn,,3353.75,1635.72,2886.15,1991.5,1896.57,1451.72,774.86,1494.74,564.95,955.27,2758.34,3493.14,864.8,1182.31,2445.47,3630.15,4811.03,4770.99
Poly,Grn,,3292.29,1600.51,2842.52,1948.03,1848.51,1416.98,759.55,1464.09,554.55,935.72,2702.1,3403.83,847.62,1148.17,2335.63,3399.63,4663.65,4625.92
Poly,Grn,,3264,1587.53,2820.7,1932.06,1833.72,1410.72,755.82,1452.44,552.6,934.06,2676.39,3372.95,847.62,1169.63,2343.36,3397.95,4630.31,4595.5
Poly,Grn,,3263.03,1588.46,2813.43,1926.74,1818.93,1403.08,752.93,1451.28,547.73,933.06,2658.18,3377.95,841.89,1158.9,2340.78,3421.51,4605.75,4583.8
Poly,Grn,,3307.9,1609.77,2850.7,1954.24,1859.6,1423.93,760.79,1470.68,552.93,940.02,2703.71,3423.03,845.33,1163.78,2409.43,3597.34,4722.43,4653.99
Poly,Grn,,3346.92,1631.09,2875.24,1982.63,1864.77,1439.91,772.38,1492.02,562.67,951.96,2743.88,3485.63,864.8,1175.48,2387.12,3509.84,4763.66,4748.76
Poly,Org,,3314.73,1675.57,2947.97,1887.71,1518.73,1213.36,701.18,1638.7,1323.19,1679.18,2921.7,3721.01,2392.81,3342.08,4633.52,4647.26,5249.67,5095.06
Poly,Org,,3334.24,1682.06,2960.69,1895.69,1523.17,1218.22,704.91,1647.63,1323.52,1679.52,2933.48,3736.87,2400.83,3299.16,4632.66,4651.47,5255.81,5106.76
Poly,Org,,3349.84,1691.33,2972.51,1907.23,1530.56,1225.17,709.46,1658.5,1329.69,1688.46,2939.91,3758.57,2422.59,3320.62,4663.55,4679.23,5287.4,5139.52
Poly,Org,,3333.26,1680.21,2962.51,1895.69,1525.39,1216.83,704.5,1647.63,1325.47,1673.88,2924.37,3728.52,2405.41,3336.23,4624.93,4640.53,5262.83,5090.38
Poly,Org,,3320.58,1674.65,2942.51,1887.71,1514.3,1211.97,700.77,1635.6,1312.8,1671.89,2905.09,3714.33,2380.21,3316.72,4619.79,4635.48,5221.6,5079.85
Poly,Org,,3346.92,1687.62,2960.69,1904.56,1523.91,1221.7,705.74,1649.57,1323.52,1681.84,2932.94,3744.38,2406.55,3332.33,4656.68,4675.86,5257.57,5120.8
Poly,Org,,3333.26,1681.13,2949.78,1895.69,1517.25,1218.22,703.67,1642.2,1316.7,1675.21,2911.52,3719.34,2403.12,3277.7,4630.94,4650.63,5216.34,5093.89
Poly,Org,,3350.82,1691.33,2968.87,1908.11,1529.82,1225.17,709.05,1657.72,1330.34,1686.14,2940.44,3756.07,2423.74,3359.64,4660.97,4680.91,5278.62,5137.18
